"Month","Longitude","Latitude","Location","Crime.type","Town","Population"
"2015-01","-7.458882","54.512998","Church Street","VISO","BALLYMONEY","11,365"
"2015-02","-6.013033","54.552479","Areema Drive","VISO","DUNMURRY",NA
"2015-01","-7.300360","55.018983","Gleneagles","ASBO","LONDONDERRY","87,269"
"2015-01","-5.913227","54.603864","Queens Road","OTTH","BELFAST","335,665"
"2015-01","-7.318436","55.016975","St. Francis Terrace","ASBO","LONDONDERRY","87,269"
"2015-01","-6.328714","54.177768","James Street","VISO","COLERAINE","24,694"
"2015-01","-5.927784","54.603997","Academy Street","ASBO","BELFAST","335,665"
"2015-02","-6.738702","54.651892","Beechway","VISO","COOKSTOWN","10,718"
"2015-01","-5.843330","54.856322","Lindara Park","ASBO","LARNE","33,620"
"2015-01","-5.953456","54.590822","Milner Street","ASBO","BELFAST","335,665"
"2015-01","-5.934292","54.600173","Berry Street","SHOP","BELFAST","335,665"
"2015-02","-6.413625","54.352052","Sinton Park","CDAR","TANDRAGEE","3,489"
"2015-01","-6.701296","54.539279","Platers Hill","VISO","COALISLAND","5,789"
"2015-02","-6.318852","54.455062","Banbridge Road","VISO","LURGAN","28,568"
"2015-02","-7.321003","55.005689","Fletcher Avenue","ASBO",NA,NA
"2015-02","-5.862398","54.591772","Kings Vale","VECR","BELFAST","335,665"
"2015-01","-5.690670","54.653131","Manor Crescent","CDAR","BANGOR","62,789"
"2015-01","-7.659380","54.346117","Abbey Drive","VISO","BANGOR","62,789"
"2015-01","-5.998811","54.574294","Tullymore Gardens","VISO","BELFAST","335,665"
"2015-01","-5.897518","54.402772","High Street","ASBO","HOLYWOOD","12,657"
"2015-01","-5.940605","54.600811","Fingals Court","OTTH","BELFAST","335,665"
"2015-01","-5.935396","54.589374","Donegall Road","ASBO","BELFAST","335,665"
"2015-02","-5.937749","54.582001","Wellesley Avenue","VISO","BELFAST","335,665"
"2015-01","-7.300365","54.594985","Kevlin Road","OTTH","OMAGH","21,325"
"2015-02","-5.934882","54.589437","Donegall Road","OTTH","BELFAST","335,665"
"2015-02","-6.742010","54.647632","Union Street","VISO","COLERAINE","24,694"
"2015-01","-6.412939","54.357083","Ballybeg Park","ASBO","TANDRAGEE","3,489"
"2015-02","-5.958575","54.597045","Hawthorn Street","VISO","BELFAST","335,665"
"2015-02","-5.861165","54.564238","Ryan Park","ASBO","BELFAST","335,665"
"2015-02","-6.037355","54.514025","Seymour Street","BURG","LISBURN","121,654"
"2015-01","-7.316621","55.024375","Carnhill","CDAR","LONDONDERRY","87,269"
"2015-02","-5.814448","54.712692","Belfast Road","ASBO","BANGOR","62,789"
"2015-02","-6.280034","54.860420","Railway Street","VECR","COMBER","9,256"
"2015-02","-5.842621","54.631315","Jackson'S Road","ASBO","HOLYWOOD","12,657"
"2015-02","-6.328232","54.469693","Antrim Close","PUBO","BELFAST","335,665"
"2015-02","-6.209508","54.805351","Condiere Avenue","VISO","CONNOR","2,106"
"2015-02","-6.185528","54.710856","Donore Crescent","ASBO","ANTRIM","21,896"
"2015-02","-5.693557","54.592588","High Street","SHOP","HOLYWOOD","12,657"
"2015-01","-5.794166","54.591140","Drumadoon Drive","OTCR","DUNDONALD","16,257"
"2015-01","-6.278889","54.864986","George Street","ASBO","PORTADOWN","22,611"
"2015-02","-6.606774","54.752843","Queens Avenue","VISO","BALLYMONEY","11,365"
"2015-01","-6.037755","54.560412","Ardcaoin View","BURG","DUNMURRY",NA
"2015-02","-6.700454","54.492849","Oakwood Manor","DRUG","DUNGANNON","15,987"
"2015-01","-5.865900","54.696025","Johnstone Court","VISO","CARRICKFERGUS","28,653"
"2015-02","-5.923460","54.586483","Ormeau Road","OTCR","BELFAST","335,665"
"2015-01","-7.347480","55.020943","Dunluce Court","OTTH","LONDONDERRY","87,269"
"2015-01","-5.679967","54.658480","Brunswick Road","ASBO","BANGOR","62,789"
"2015-02","-6.281327","54.865182","Smithfield Place","OTCR","BALLYMENA","30,265"
"2015-01","-5.907537","54.660425","Whitehouse Court","CDAR","NEWTOWNABBEY","118,261"
"2015-02","-6.065274","55.125718","Cushleake Road","VISO","BALLYMENA","30,265"
"2015-01","-6.951254","55.043001","Roe Mill Road","ASBO","LIMAVADY","12,128"
"2015-01","-6.710405","55.178632","Carrickbeg Avenue","VISO","PORTSTEWART","7,825"
"2015-02","-7.307629","54.599024","James Street","VISO","COLERAINE","24,694"
"2015-02","-7.317980","54.995944","Foyle Street","VISO","LONDONDERRY","87,269"
"2015-01","-7.348304","55.015423","Marianus Park","VISO","LONDONDERRY","87,269"
"2015-01","-6.282422","54.865071","Hope Street","ASBO","BALLYMENA","30,265"
"2015-01","-5.934694","54.599272","Divis Street","ASBO","BELFAST","335,665"
"2015-01","-6.444762","54.498301","Derrytrasna Road","VISO","LURGAN","28,568"
"2015-01","-5.929880","54.595012","Franklin Street","THPR","BELFAST","335,665"
"2015-01","-5.984821","54.628654","Boodles Hill","ASBO","BELFAST","335,665"
"2015-01","-5.958102","54.585779","Lecale Street","CDAR","BELFAST","335,665"
"2015-01","-7.449197","54.826969","Mount Carmel Heights","OTTH","STRABANE","17,695"
"2015-01","-5.674121","54.661243","Gray'S Hill","OTTH","BANGOR","62,789"
"2015-02","-5.814929","54.850459","Circular Road","SHOP","CASTLEROCK","1,288"
"2015-01","-6.335498","54.721850","Blackrock Road","VISO","KILREA","2,732"
"2015-01","-5.527608","54.608010","Shore Road","ASBO","GLYNN","2,156"
"2015-01","-7.329110","54.993769","Durrow Park","VISO","LONDONDERRY","87,269"
"2015-01","-6.219326","54.732759","Barra Street","OTTH","ANTRIM","21,896"
"2015-01","-5.923664","54.633236","Lowwood Park","DRUG","BELFAST","335,665"
"2015-02","-5.895581","54.530078","Saintfield Road","OTTH","CASTLEREAGH",NA
"2015-02","-6.657875","54.350470","Edward Street","VECR","LURGAN","28,568"
"2015-01","-6.914734","54.490175","Cabragh Road","OTTH","CABRAGH",NA
"2015-02","-6.324919","54.752160","Portglenone Road","ASBO","RANDALSTOWN","5,127"
"2015-01","-5.913789","54.664846","Ardmillan Drive","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-6.267384","54.351244","Castlewellan Road","ASBO","DROMARA","601"
"2015-01","-5.923999","54.598389","Victoria Square","VISO","BELFAST","335,665"
"2015-01","-7.304776","54.991512","Good Shepherd Glen","VISO","LONDONDERRY","87,269"
"2015-02","-6.347789","54.429559","Deans Road","ASBO","LURGAN","28,568"
"2015-02","-5.899150","54.601904","Medway Street","VISO","BELFAST","335,665"
"2015-01","-5.940605","54.600811","Fingals Court","ASBO","BELFAST","335,665"
"2015-02","-6.314550","54.456170","Orient Circle","VISO","LURGAN","28,568"
"2015-01","-6.168122","54.235892","Chapel Fields","ASBO","RATHFRILAND","2,789"
"2015-01","-7.635521","54.355822","Kilmacormick Drive","CDAR","ENNISKILLEN","13,826"
"2015-02","-6.338872","54.173093","Georges Lane","VISO","NEWRY","27,234"
"2015-02","-5.550529","54.645183","The Meadows","OTTH","BROUGHSHANE","2,965"
"2015-01","-6.667896","55.150435","Atlantic Court","CDAR","COLERAINE","24,694"
"2015-02","-6.657460","55.192110","Glenmanus Road","ASBO","PORTRUSH","6,621"
"2015-01","-6.360477","54.439821","Moyraverty Court","ASBO","CRAIGAVON","17,213"
"2015-01","-5.958142","54.618997","Alliance Avenue","POSW","BELFAST","335,665"
"2015-02","-5.924925","54.599348","Upper Church Lane","VISO","PORTADOWN","22,611"
"2015-02","-5.703392","54.659187","Rathmore Crescent","ASBO","BANGOR","62,789"
"2015-01","-6.458823","54.429428","Charles Street","VISO","LURGAN","28,568"
"2015-01","-6.336652","54.170789","Kilmorey Street","VISO","NEWRY","27,234"
"2015-02","-7.314725","54.985254","Celandine Court","ASBO","LONDONDERRY","87,269"
"2015-02","-6.518629","55.077501","Model Court","VISO","BALLYMONEY","11,365"
"2015-02","-5.967371","54.618038","Ardoyne Road","ASBO","BELFAST","335,665"
"2015-02","-6.652750","54.346343","Linenhall Street","DRUG","BALLYMONEY","11,365"
"2015-02","-5.706524","54.595063","Church Street","ASBO","BALLYMONEY","11,365"
"2015-02","-7.319963","54.996961","Shipquay Street","OTTH","LONDONDERRY","87,269"
"2015-01","-6.556837","54.373930","Millview Park","OTTH","",NA
"2015-02","-6.051417","54.529087","Magheralave Road","OTTH","LISBURN","121,654"
"2015-02","-5.719564","54.325094","Market Street","SHOP","BALLYMONEY","11,365"
"2015-01","-5.890038","54.212311","Valentia Place","OTTH","NEWCASTLE","7,524"
"2015-01","-6.338825","54.885441","The Olde Close","ASBO","CULLYBACKEY","245"
"2015-01","-5.908498","54.589226","London Road","BURG","BELFAST","335,665"
"2015-02","-5.953784","54.616974","Oldpark Road","CDAR","BELFAST","335,665"
"2015-02","-7.201279","55.041531","Donnybrewer Road","DRUG","",NA
"2015-01","-5.930979","54.604160","Union Street","OTTH","COLERAINE","24,694"
"2015-01","-7.642306","54.346688","Wesley Street","VISO","LISBURN","121,654"
"2015-02","-6.549912","55.049409","Cabra Court","POSW","BALLYMONEY","11,365"
"2015-01","-5.703743","54.586178","Ardmillan Crescent","VISO","NEWTOWNARDS","28,654"
"2015-02","-7.816152","54.417185","New Line","ASBO","WARINGSTOWN","2,562"
"2015-01","-5.938036","54.625593","Salisbury Avenue","CDAR","BELFAST","335,665"
"2015-01","-6.689358","54.446048","Charlemont Street","OTTH","DUNGANNON","15,987"
"2015-02","-7.461722","54.824645","Main Street","ASBO","BALLYMONEY","11,365"
"2015-02","-6.657460","55.192110","Glenmanus Road","BURG","PORTRUSH","6,621"
"2015-01","-6.940175","55.044315","Ashdale Park","ASBO","LIMAVADY","12,128"
"2015-01","-5.959245","54.611801","Disraeli Court","ASBO","BELFAST","335,665"
"2015-01","-5.950038","54.614493","Gracehill Court","CDAR","BELFAST","335,665"
"2015-01","-5.939954","54.581221","Park Lane","BURG","GILFORD","1,216"
"2015-01","-5.951280","54.591019","Empire Parade","CDAR","BELFAST","335,665"
"2015-01","-5.651898","54.639410","Penbrooke Avenue","ROBY","BANGOR","62,789"
"2015-02","-6.338205","54.177136","The Mall","OTTH","NEWRY","27,234"
"2015-02","-5.965383","54.580627","Boucher Crescent","VISO","BELFAST","335,665"
"2015-01","-6.331305","54.455954","Colban Crescent","DRUG","LURGAN","28,568"
"2015-01","-5.818695","54.722328","Maple Gardens","ASBO","CARRICKFERGUS","28,653"
"2015-01","-5.694600","54.660080","Westburn Crescent","ASBO","BANGOR","62,789"
"2015-01","-6.705842","55.174101","Millstone Mews","ASBO","PORTSTEWART","7,825"
"2015-02","-6.632034","54.358895","Drumman Heights","OTCR","ARMAGH","175,621"
"2015-02","-6.015379","54.262451","Bann Road","OTTH","",NA
"2015-01","-5.927784","54.603997","Academy Street","BURG","BELFAST","335,665"
"2015-01","-5.924398","54.584469","Agincourt Street","ASBO","BELFAST","335,665"
"2015-01","-5.907166","54.599518","St. Matthews Court","ROBY",NA,NA
"2015-02","-6.037107","54.510185","Stannus Place","ASBO","LISBURN","121,654"
"2015-02","-6.616823","54.415547","Eagralougher Road","ASBO","LOUGHGALL","313"
"2015-01","-6.563748","54.309972","Mountnab Road","VISO","MARKETHILL","1,713"
"2015-02","-5.923350","54.646366","Graymount Drive","CDAR","NEWTOWNABBEY","118,261"
"2015-01","-5.928221","54.608794","Earl Close","SHOP","BELFAST","335,665"
"2015-02","-7.329352","54.999843","Infirmary Road","VISO","LONDONDERRY","87,269"
"2015-01","-5.976724","54.629848","Squires View","ASBO","BELFAST","335,665"
"2015-02","-6.542477","54.998653","Dirraw Road","ASBO","BALLYMONEY","11,365"
"2015-02","-6.329783","55.129937","Fair Hill Street","VISO","BALLYMONEY","11,365"
"2015-01","-5.935169","54.588355","Lisburn Road","CDAR","",NA
"2015-02","-6.946454","55.045852","Mullagh Place","ASBO","LIMAVADY","12,128"
"2015-02","-7.280773","54.610195","Mullaghmore Drive","VISO","OMAGH","21,325"
"2015-02","-6.452142","54.426791","Rose Cottages","OTCR","PORTADOWN","22,611"
"2015-01","-6.693870","54.447166","Benburb Road","VISO","DUNGANNON","15,987"
"2015-01","-5.888655","54.595980","Bloomfield Avenue","OTCR","BELFAST","335,665"
"2015-01","-5.931632","54.573280","Lockview Road","ASBO","BELFAST","335,665"
"2015-01","-7.319330","55.006659","Baronet Street","VISO","LONDONDERRY","87,269"
"2015-01","-5.717713","54.328824","English Street","CDAR","DOWNPATRICK","11,012"
"2015-02","-5.930723","54.653420","Mulderg Drive","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-5.928668","54.614615","Mervue Court","OTTH","BELFAST","335,665"
"2015-02","-5.660296","54.642350","Ballyminetragh Gardens","ASBO","BANGOR","62,789"
"2015-02","-6.710803","55.095291","Killeague Road","CDAR","COLERAINE","24,694"
"2015-01","-5.645910","54.662863","Groomsport Road","VISO","BANGOR","62,789"
"2015-02","-5.929284","54.609818","Hardinge Place","OTTH","BELFAST","335,665"
"2015-01","-5.641398","54.661553","Ashley Drive","ASBO","BELFAST","335,665"
"2015-02","-5.942507","54.616172","Cliftonville Court","ASBO","BELFAST","335,665"
"2015-01","-5.920937","54.682993","Hillside View","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-5.699919","54.595567","Thomas Street","VISO","BALLYMENA","30,265"
"2015-01","-6.651700","55.202727","Dunluce Avenue","ASBO","PORTRUSH","6,621"
"2015-02","-5.934622","54.595794","Howard Street","ASBO","BELFAST","335,665"
"2015-01","-6.674031","54.693326","Ministers Walk","OTTH","MONEYMORE","1,371"
"2015-01","-5.865014","54.583480","Knock Green","OTTH","BELFAST","335,665"
"2015-02","-6.498166","54.241725","Maytone Road","CDAR","ARMAGH","175,621"
"2015-02","-5.959914","54.595954","Cavendish Street","ASBO","BELFAST","335,665"
"2015-02","-5.720271","54.319824","Cathedral Park","VISO","DOWNPATRICK","11,012"
"2015-01","-5.712762","54.319421","Racecourse Hill","VECR","DOWNPATRICK","11,012"
"2015-02","-7.319625","55.007676","Strand Road","VISO","LONDONDERRY","87,269"
"2015-02","-5.928966","54.583460","Rugby Street","CDAR","BELFAST","335,665"
"2015-02","-5.950002","54.690919","Mossbank","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-7.601594","54.396868","Mullaghmeen Road","CDAR","BALLINAMALLARD","1,347"
"2015-01","-5.843556","54.606641","Tweskard Lodge","ASBO","BELFAST","335,665"
"2015-02","-7.358440","54.954331","Duncastle Park","ASBO","NEW BUILDINGS",NA
"2015-01","-6.263566","54.353148","Rockview Close","DRUG","BANBRIDGE","14,634"
"2015-02","-5.982690","54.755726","Henryville Court","VISO","BALLYCLARE","18,675"
"2015-01","-5.932085","54.578994","Sandhurst Drive","ASBO","BELFAST","335,665"
"2015-01","-5.933519","54.609028","Carlisle Terrace","VISO","LONDONDERRY","87,269"
"2015-01","-5.930750","54.600140","Berry Street","PUBO","BELFAST","335,665"
"2015-01","-7.334944","55.001886","Creggan Road","OTTH","LONDONDERRY","87,269"
"2015-02","-6.403089","54.354833","Thornhill Crescent","BURG","DUNMURRY",NA
"2015-02","-6.660830","55.133784","Hillmans Fancy","ASBO","COLERAINE","24,694"
"2015-01","-5.930305","54.598533","Donegall Place","DRUG","LONDONDERRY","87,269"
"2015-02","-5.927283","54.612632","Glenrosa Link","DRUG","BELFAST","335,665"
"2015-01","-5.897424","54.594866","Haig Street","ASBO","BELFAST","335,665"
"2015-02","-6.586738","55.070019","Glenstall Road","BURG","BALLYMONEY","11,365"
"2015-01","-6.264584","54.878546","Dunfane Avenue","ASBO","BALLYMENA","30,265"
"2015-02","-5.928635","54.592727","Ormeau Avenue","THPR","BELFAST","335,665"
"2015-02","-5.971399","54.692914","Ballyclare Road","ASBO","",NA
"2015-01","-5.710596","54.333218","Meadowlands","DRUG","NEWTOWNABBEY","118,261"
"2015-02","-5.679196","54.652975","Chester Park","ASBO","BANGOR","62,789"
"2015-01","-7.322793","54.992180","Aubery Street","VISO","LONDONDERRY","87,269"
"2015-02","-6.677735","54.516788","Ballynakilly Road","ASBO","COALISLAND","5,789"
"2015-02","-6.327425","54.473213","Ennis Close","VISO","LURGAN","28,568"
"2015-01","-6.323532","54.190760","Ashfield Avenue","ASBO","NEWRY","27,234"
"2015-02","-7.267037","54.525426","Marlhill Road","CDAR","SESKINORE","163"
"2015-02","-6.515265","55.070686","Church Street","CDAR","BALLYMONEY","11,365"
"2015-02","-5.930154","54.597254","Donegall Square North","ASBO","BELFAST","335,665"
"2015-02","-6.658542","54.355500","Moy Road","ASBO","ARMAGH","175,621"
"2015-02","-5.799914","54.854240","Chaine Memorial Road","ASBO","LARNE","33,620"
"2015-02","-5.960299","54.598781","Springfield Court","VISO","BANBRIDGE","14,634"
"2015-02","-5.940487","54.548579","Kirkistown Avenue","ASBO","CARRYDUFF","7,123"
"2015-02","-6.274047","54.866408","Ballymoney Street","VISO","BALLYMENA","30,265"
"2015-02","-7.013266","55.042945","Tamlough Park","VISO","BALLYKELLY","1,836"
"2015-02","-5.627728","54.650890","Pinehill Court","ASBO","BANGOR","62,789"
"2015-01","-7.350069","55.013573","Norburgh Park","ASBO","LONDONDERRY","87,269"
"2015-02","-5.680423","54.588177","Old Shore Road","ASBO","CARRICKFERGUS","28,653"
"2015-01","-5.918580","54.552930","Beechill Road","BURG","BELFAST","335,665"
"2015-02","-5.951873","54.609726","Mccandless Street","VISO","BELFAST","335,665"
"2015-01","-5.894963","54.597267","Albertbridge Road","CDAR","BELFAST","335,665"
"2015-02","-5.927180","54.551622","Castlehume Gardens","CDAR","BELFAST","335,665"
"2015-02","-5.709933","54.759354","Ransevyn Park","VISO","WHITEHEAD","3,803"
"2015-02","-6.089674","54.510407","Ferguson Drive","OTTH","BELFAST","335,665"
"2015-01","-5.970572","54.601317","Springdale Gardens","OTTH","BELFAST","335,665"
"2015-02","-5.853563","54.369444","Drumaness Road","OTTH","BALLYNAHINCH","5,567"
"2015-02","-6.339423","54.467584","Lough Road","VISO","LISBURN","121,654"
"2015-01","-6.442651","54.423111","High Street","VISO","HOLYWOOD","12,657"
"2015-02","-5.800903","54.726975","Manor Close","ASBO","BELFAST","335,665"
"2015-02","-5.926410","54.601179","Hill Street","VISO","BELFAST","335,665"
"2015-01","-7.304696","54.599537","John Street","ASBO","OMAGH","21,325"
"2015-01","-5.924398","54.584469","Agincourt Street","OTTH","BELFAST","335,665"
"2015-01","-6.456367","54.417699","Glandore Gardens","OTCR","PORTADOWN","22,611"
"2015-02","-7.331932","54.994090","Stanleys Walk","DRUG","LONDONDERRY","87,269"
"2015-02","-6.540916","54.945218","Moneygran Lane","DRUG","KILREA","2,732"
"2015-01","-7.306849","54.598499","Fairmount Road","VISO","OMAGH","21,325"
"2015-01","-5.641896","54.648947","Kingsmere Avenue","VECR","BELFAST","335,665"
"2015-02","-6.680314","55.130160","Pates Lane","VISO","COLERAINE","24,694"
"2015-02","-7.311758","55.027169","Drumleck Drive","VECR","LONDONDERRY","87,269"
"2015-01","-5.792511","54.257585","Marian Park","DRUG","DOWNPATRICK","11,012"
"2015-01","-5.672622","54.649228","Hill Crest","ASBO","BANGOR","62,789"
"2015-01","-5.644164","54.642953","Bexley Green","VECR","BANGOR","62,789"
"2015-01","-6.613277","54.141867","Cargie Road","ASBO","CULLYHANNA","479"
"2015-02","-6.366509","54.454036","Pinebank","DRUG","CRAIGAVON","17,213"
"2015-02","-5.937650","54.586411","Abercorn Street","VISO","BELFAST","335,665"
"2015-01","-5.749173","54.774582","Woodlands","ASBO","BROUGHSHANE","2,965"
"2015-01","-5.797808","54.584162","Comber Road","ASBO","DUNDONALD","16,257"
"2015-01","-7.458212","54.760275","Breen Park","CDAR","VICTORIA BRIDGE","318"
"2015-01","-5.798426","54.718826","Mckeens Avenue","ASBO","CARRICKFERGUS","28,653"
"2015-02","-5.685271","54.655418","Belfast Road","SHOP","BANGOR","62,789"
"2015-01","-7.311993","55.029892","Ardnamoyle Park","CDAR","LONDONDERRY","87,269"
"2015-01","-5.940606","54.602940","Boundary Street","VISO","BELFAST","335,665"
"2015-02","-5.924503","54.580562","Delhi Street","CDAR","BELFAST","335,665"
"2015-02","-6.260668","54.352944","Burn Brae Court","VISO","BANBRIDGE","14,634"
"2015-02","-5.890707","54.210014","Castle Place","ASBO","ARDGLASS","1,923"
"2015-01","-5.995493","54.572891","Finaghy Road North","OTTH","BELFAST","335,665"
"2015-01","-6.269966","54.859136","Moat Road","SHOP","BALLYMENA","30,265"
"2015-01","-6.230421","54.479666","Castlevue Gardens","ASBO","",NA
"2015-02","-5.997625","54.578605","Coolnasilla Park West","VECR","BELFAST","335,665"
"2015-01","-7.319318","55.022109","Carnhill","ASBO","LONDONDERRY","87,269"
"2015-01","-5.991990","54.583103","Aitnamona Crescent","VISO","BELFAST","335,665"
"2015-02","-5.907492","54.596783","Harper Street","CDAR","BELFAST","335,665"
"2015-02","-5.935994","54.586123","University Road","CDAR","BELFAST","335,665"
"2015-02","-5.586921","54.284735","Strangford Road","ASBO","ARDGLASS","1,923"
"2015-02","-5.930067","54.600182","Rosemary Street","SHOP","BELFAST","335,665"
"2015-02","-5.755092","54.772948","Lislaynan","BURG","BALLYCARRY","997"
"2015-01","-5.901060","54.407291","Langley Road","VISO","BALLYNAHINCH","5,567"
"2015-01","-6.636918","54.355410","Mullinure Park","CDAR","ARMAGH","175,621"
"2015-01","-6.012196","54.570336","Horn Walk","ASBO","BELFAST","335,665"
"2015-01","-7.111608","54.928739","Gortilea Road","OTTH","CLAUDY","1,347"
"2015-01","-7.452054","54.826210","Glenview Park","VISO","STRABANE","17,695"
"2015-02","-5.933011","54.599199","Queen Street","ASBO","LONDONDERRY","87,269"
"2015-02","-5.919676","54.654902","Longwood Road","VISO","NEWTOWNABBEY","118,261"
"2015-02","-7.356202","55.018088","Merriman Court","VECR","LONDONDERRY","87,269"
"2015-02","-5.928635","54.592727","Ormeau Avenue","OTTH","BELFAST","335,665"
"2015-02","-5.933747","54.589552","Donegall Pass","VISO","BELFAST","335,665"
"2015-02","-6.340811","54.182059","Barrack Street","CDAR","COALISLAND","5,789"
"2015-02","-6.016170","54.564606","Margaretta Park","VISO","DUNMURRY",NA
"2015-02","-5.895243","54.574144","Albert Drive","VISO","BELFAST","335,665"
"2015-01","-5.700805","54.592753","Mill Court Mews","ASBO","NEWTOWNARDS","28,654"
"2015-02","-6.356293","54.206099","Tandragee Road","VECR","PORTADOWN","22,611"
"2015-02","-6.271421","54.869174","Suffolk Street","OTTH","BALLYMENA","30,265"
"2015-02","-6.324176","55.096468","Friary Road","OTTH","BALLYMONEY","11,365"
"2015-01","-5.923238","54.585967","Ormeau Road","BITH","BELFAST","335,665"
"2015-02","-6.345557","54.177120","Patrick Street","VISO","NEWRY","27,234"
"2015-01","-6.339564","54.180676","Erskine Street","ASBO","NEWRY","27,234"
"2015-02","-6.657620","55.210213","Lansdowne Lane","VECR","PORTRUSH","6,621"
"2015-02","-5.979075","54.564010","Upper Lisburn Road","OTTH","BELFAST","335,665"
"2015-02","-6.005058","54.542653","Cypress Close","VISO","DUNMURRY",NA
"2015-02","-6.709366","55.182115","Millbrook Avenue","ASBO","PORTSTEWART","7,825"
"2015-01","-6.334009","54.469477","Victoria Street","ASBO","BALLYMONEY","11,365"
"2015-01","-5.890862","54.214806","Park Lane","ASBO","GILFORD","1,216"
"2015-01","-5.925770","54.600378","Church Lane","ASBO","PORTADOWN","22,611"
"2015-01","-7.333024","55.023407","College Glen","BURG","LONDONDERRY","87,269"
"2015-01","-7.292500","54.997514","Abbeydale","DRUG","LONDONDERRY","87,269"
"2015-01","-6.606774","54.752843","Queens Avenue","VISO","BALLYMONEY","11,365"
"2015-02","-7.314786","54.612360","Clonmore Gardens","ASBO","OMAGH","21,325"
"2015-02","-5.933433","54.617122","Clanchattan Street","OTTH","BELFAST","335,665"
"2015-01","-6.552833","54.448766","Tarthlogue Road","BURG","PORTADOWN","22,611"
"2015-02","-5.927226","54.577509","Annadale Embankment","ASBO","BELFAST","335,665"
"2015-02","-5.910271","54.590865","Ravenhill Road","ASBO","BELFAST","335,665"
"2015-02","-6.059678","54.521673","Pinecroft Park","ASBO","LISBURN","121,654"
"2015-02","-5.936137","54.625497","Skegoneill Avenue","ASBO","BELFAST","335,665"
"2015-01","-6.216209","54.895355","The Meadows","ASBO","BROUGHSHANE","2,965"
"2015-01","-5.930576","54.588627","Vernon Street","OTTH","BELFAST","335,665"
"2015-02","-5.741782","54.554672","Straiddorn Green","ASBO","COMBER","9,256"
"2015-01","-6.251161","54.861094","Staffa Drive","ASBO","BALLYMENA","30,265"
"2015-02","-6.247719","54.102795","Rossmara Park","CDAR","WARRENPOINT","7,651"
"2015-02","-6.377105","54.187379","Derrymore Road","ASBO","CRAIGAVON","17,213"
"2015-02","-5.924110","54.658815","Glenmount Road","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-6.931848","55.036814","Lowry Park","VISO","LIMAVADY","12,128"
"2015-02","-6.579342","54.871209","Dreenan Road","OTTH","CASTLEDERG","2,936"
"2015-01","-5.930305","54.598533","Donegall Place","OTTH","LONDONDERRY","87,269"
"2015-02","-6.738858","54.635839","Stewart Avenue","ASBO","COOKSTOWN","10,718"
"2015-02","-6.333884","54.183644","Downshire Court","SHOP","NEWRY","27,234"
"2015-02","-5.952668","54.597889","Falls Road","VECR","BELFAST","335,665"
"2015-02","-7.304349","54.993612","Shepherds Grove","ASBO","LONDONDERRY","87,269"
"2015-01","-6.613068","54.752727","Westland Drive","ASBO","BALLYWALTER","2,123"
"2015-02","-5.882441","54.403048","Windmill Drive","ASBO","DUNGANNON","15,987"
"2015-01","-6.687494","54.983362","Bridge Street","OTTH","CUSHENDALL","1,410"
"2015-02","-5.934292","54.600173","Berry Street","SHOP","BELFAST","335,665"
"2015-01","-5.880540","54.588650","Orangefield Park","OTTH","ARMAGH","175,621"
"2015-02","-5.982354","54.561486","Torr Way","CDAR","BELFAST","335,665"
"2015-01","-6.010218","54.567123","Ringford Crescent","ASBO","BELFAST","335,665"
"2015-01","-6.688711","54.448458","Oakfield Gardens","VISO","MOY","2,256"
"2015-02","-6.052060","54.510391","Governors Rd Roundabout","VISO",NA,NA
"2015-01","-5.936427","54.598350","College Place North","CDAR","BELFAST","335,665"
"2015-01","-7.633041","54.344127","Belmore Street","OTCR","ENNISKILLEN","13,826"
"2015-01","-5.964467","54.616354","Cranbrook Court","ASBO","BELFAST","335,665"
"2015-02","-5.931955","54.603844","Union Street","VECR","COLERAINE","24,694"
"2015-02","-5.893979","54.590250","Brenda Street","ASBO","BELFAST","335,665"
"2015-02","-5.698709","54.594798","West Street","ASBO","BALLYCARRY","997"
"2015-02","-6.331148","54.459051","Trasna Way","ASBO","LISNASKEA","2,744"
"2015-02","-5.908120","54.593281","Mount Street","BURG","LONDONDERRY","87,269"
"2015-02","-5.823950","54.850369","Latharna Houses","ASBO","LARNE","33,620"
"2015-01","-7.324463","54.999726","Great James Street","VISO","LONDONDERRY","87,269"
"2015-02","-5.995493","54.572891","Finaghy Road North","ASBO","BELFAST","335,665"
"2015-01","-6.332347","54.462194","Market Street","CDAR","BALLYMONEY","11,365"
"2015-01","-5.907315","54.676190","Fernagh Road","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-7.473973","54.820549","Lisnafin Park","VISO","STRABANE","17,695"
"2015-02","-5.931645","54.611790","Lepper Street","ASBO","BELFAST","335,665"
"2015-02","-6.009093","54.064343","Newry Street","ASBO","RATHFRILAND","2,789"
"2015-01","-5.934622","54.595794","Howard Street","SHOP","BELFAST","335,665"
"2015-02","-6.670388","55.128804","New Row","SHOP","COLERAINE","24,694"
"2015-02","-6.763823","54.564900","Glencon Road","ASBO","DUNGANNON","15,987"
"2015-01","-7.381029","54.938881","Blackstone Park","VISO","MAGHERAMASON","411"
