"Month","Longitude","Latitude","Location","Crime.type","Town","Population"
"2015-01","-5.929306","54.600232","Rosemary Street","VISO","BELFAST","335,665"
"2015-01","-7.682642","54.434201","Killadeas Road","ASBO","IRVINESTOWN",NA
"2015-01","-6.320040","54.749964","Main Street","VISO","BALLYMONEY","11,365"
"2015-01","-6.333590","54.463101","Church Place","VISO","LURGAN","28,568"
"2015-02","-6.269065","54.864172","Tardree Grove","ASBO","BALLYMENA","30,265"
"2015-01","-6.664492","55.138226","Cherry Place","CDAR","COLERAINE","24,694"
"2015-01","-6.309677","54.380191","Millar Park","VISO","LAWRENCETOWN","631"
"2015-02","-5.704344","54.328148","Movilla Road","CDAR","NEWTOWNARDS","28,654"
"2015-01","-6.391521","54.196845","Maytown Terrace","OTTH","BESSBROOK","2,817"
"2015-01","-5.934834","54.614235","Hallidays Road","CDAR","BELFAST","335,665"
"2015-01","-5.969295","54.589669","Rockville Street","OTTH","BELFAST","335,665"
"2015-01","-5.694326","54.528590","Ballydrain Road","CDAR","COMBER","9,256"
"2015-01","-5.838795","54.633960","Priory End","OTTH","HOLYWOOD","12,657"
"2015-02","-5.834689","54.636601","My Lady'S Mile","ASBO","HOLYWOOD","12,657"
"2015-01","-7.462554","54.353199","Gardiners Cross Road","ASBO","MAGUIRESBRIDGE","778"
"2015-01","-6.941795","55.040395","Glenview Drive","VISO","LIMAVADY","12,128"
"2015-01","-6.045229","54.507594","Nicholson Gardens","SHOP","LISBURN","121,654"
"2015-02","-5.672675","54.659957","Dufferin Avenue","DRUG","BANGOR","62,789"
"2015-01","-7.265112","55.031477","Temple Road","ASBO","GARVAGH","1,291"
"2015-01","-5.809568","54.858008","Glenarm Road","OTTH","LARNE","33,620"
"2015-02","-7.325204","55.029139","Altcar Park","ROBY","LONDONDERRY","87,269"
"2015-01","-5.954992","54.589806","Monarch Parade","ASBO","BELFAST","335,665"
"2015-01","-5.970893","54.626903","Silverstream Parade","VECR","BELFAST","335,665"
"2015-02","-6.025223","54.560289","Laurelbank","VISO","DUNMURRY",NA
"2015-01","-5.678576","54.625800","Henderson Avenue","VISO","BELFAST","335,665"
"2015-02","-5.713850","54.322533","Hunter'S Mill","ASBO",NA,NA
"2015-01","-7.320302","55.023058","Carnhill","ASBO","LONDONDERRY","87,269"
"2015-01","-5.634530","54.661842","Churchill Crescent","VISO","BANGOR","62,789"
"2015-01","-6.773289","54.501930","Scotch Street","OTCR","DUNGANNON","15,987"
"2015-02","-6.669696","55.131689","New Row","SHOP","COLERAINE","24,694"
"2015-02","-5.843762","54.588988","Kings Road","BURG","WHITEHEAD","3,803"
"2015-02","-6.335836","54.871394","Fenaghy Road","OTTH","CULLYBACKEY","245"
"2015-01","-6.012702","54.571054","Rinnalea Grove","OTTH","BELFAST","335,665"
"2015-01","-5.966162","54.602851","Workman Avenue","PUBO","BELFAST","335,665"
"2015-02","-6.302818","54.437848","Windsor Close","ASBO","BELFAST","335,665"
"2015-02","-5.912671","54.592030","Ballarat Street","BITH","BELFAST","335,665"
"2015-01","-6.456937","54.411956","Stronge Court","VISO","PORTADOWN","22,611"
"2015-02","-6.009534","54.500560","Ballymullan Road","CDAR","",NA
"2015-01","-7.182744","55.025337","Dunverne Gardens","BURG","",NA
"2015-01","-6.291582","54.870564","Carnvale Close","VISO","BALLYMENA","30,265"
"2015-01","-5.985128","54.585172","Upton Court","VISO","BELFAST","335,665"
"2015-01","-6.341334","54.464582","Shankill Street","DRUG","LURGAN","28,568"
"2015-01","-5.903944","54.599579","Newtownards Road","OTCR","BELFAST","335,665"
"2015-02","-5.814448","54.712692","Belfast Road","ASBO","BANGOR","62,789"
"2015-01","-5.805124","54.715515","Joymount","VISO","CARRICKFERGUS","28,653"
"2015-01","-5.922012","54.628877","Oakmount Drive","VISO","BELFAST","335,665"
"2015-02","-6.950542","55.050469","Market Street","ASBO","BALLYMONEY","11,365"
"2015-01","-6.047399","54.506129","Hillsborough Road","ASBO","CARRYDUFF","7,123"
"2015-02","-6.010218","54.568085","Doon Cottages","VISO","BELFAST","335,665"
"2015-01","-5.897657","54.688467","Jordanstown Road","VISO","NEWTOWNABBEY","118,261"
"2015-01","-7.282738","54.995552","Kensington Road","OTCR","BELFAST","335,665"
"2015-01","-6.027399","54.560684","Glenwood Crescent","OTTH","DUNMURRY",NA
"2015-01","-6.410718","54.353640","Mandeville Drive","CDAR","TANDRAGEE","3,489"
"2015-01","-5.909219","54.560064","Breda Park","ASBO","BELFAST","335,665"
"2015-02","-6.478689","54.872999","Clady Road","VISO","",NA
"2015-02","-7.321935","54.996721","Magazine Street","CDAR","LONDONDERRY","87,269"
"2015-02","-7.329409","55.024536","Slievemore Park","CDAR","LONDONDERRY","87,269"
"2015-02","-5.841799","54.503198","Beechmount Road","BURG","CARRYDUFF","7,123"
"2015-01","-6.750354","54.632688","Old Rectory Glen","OTTH","COOKSTOWN","10,718"
"2015-02","-5.694448","54.663303","Bryansglen West","BURG","BANGOR","62,789"
"2015-01","-5.977839","54.557736","Phennick Drive","VISO","BELFAST","335,665"
"2015-02","-7.871413","54.296420","Main Street","ASBO","BALLYMONEY","11,365"
"2015-01","-6.278889","54.864986","George Street","ASBO","PORTADOWN","22,611"
"2015-02","-5.950814","54.561477","Piney Hills","CDAR","BELFAST","335,665"
"2015-02","-5.898411","54.678084","Glenville Park","DRUG","NEWTOWNABBEY","118,261"
"2015-02","-7.135565","54.909213","Faughanview Park","ASBO","CLAUDY","1,347"
"2015-01","-6.943699","55.039370","Woodland Walk","OTTH","LIMAVADY","12,128"
"2015-01","-6.333133","54.456518","Portlec Place","BURG","LURGAN","28,568"
"2015-01","-5.871788","54.605757","Holywood Road","BURG","BELFAST","335,665"
"2015-02","-7.593509","54.709135","John Street","CDAR","OMAGH","21,325"
"2015-02","-7.305876","54.599319","John Street","CDAR","OMAGH","21,325"
"2015-02","-6.028121","54.516256","Grand Street","OTTH","LISBURN","121,654"
"2015-02","-6.026735","54.549478","Mulberry Park","BURG","DUNMURRY",NA
"2015-02","-5.697009","54.593930","Lower Mary Street","VISO","NEWTOWNARDS","28,654"
"2015-02","-5.880741","54.589255","Dunraven Park","ASBO","LONDONDERRY","87,269"
"2015-01","-7.300668","54.604374","Mountjoy Road","CDAR","OMAGH","21,325"
"2015-01","-6.468597","54.273419","Neills Villas","ASBO","ARMAGH","175,621"
"2015-01","-7.325254","54.597048","Lammy Walk","ASBO","OMAGH","21,325"
"2015-02","-6.023846","54.501810","Berkeley Hall Mews","VECR",NA,NA
"2015-01","-6.216112","54.618591","Orchard Hill","VISO","BALLYMENA","30,265"
"2015-02","-6.182813","54.706333","Limetree Avenue","CDAR","ANTRIM","21,896"
"2015-02","-6.021896","54.551088","Thornhill Court","ASBO","DUNMURRY",NA
"2015-02","-5.877291","54.591621","North Gardens","ASBO","BELFAST","335,665"
"2015-01","-6.651285","55.203828","Victoria Street","ASBO","BALLYMONEY","11,365"
"2015-02","-5.936270","54.690407","Forthill Grove","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-5.933895","54.587857","Lower Crescent","ASBO","COMBER","9,256"
"2015-01","-5.957839","54.688966","Manse Drive","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-7.234926","54.720920","Culvacullion Road","CDAR","GORTIN","374"
"2015-01","-5.968588","54.617529","Hesketh Road","OTTH","BELFAST","335,665"
"2015-01","-6.256466","54.132258","Ballydesland Road","OTCR","WARRENPOINT","7,651"
"2015-01","-6.677230","55.130504","Pates Lane","ASBO","COLERAINE","24,694"
"2015-02","-5.700303","54.577774","Canberra Gardens","OTCR","NEWTOWNARDS","28,654"
"2015-01","-6.016424","54.571466","Kerrykeel Gardens","VISO","BELFAST","335,665"
"2015-01","-6.222832","54.732828","Durnish Road","VISO","ANTRIM","21,896"
"2015-02","-5.796114","54.598049","Dunleady Park","ASBO","DUNDONALD","16,257"
"2015-01","-6.278889","54.864986","George Street","ASBO","PORTADOWN","22,611"
"2015-01","-5.935169","54.588355","Lisburn Road","ASBO","",NA
"2015-02","-5.807457","54.845813","The Harbour Highway","SHOP",NA,NA
"2015-02","-6.332714","54.457707","Ardboe Drive","VISO","LURGAN","28,568"
"2015-02","-6.339716","54.182619","Emmet Place","ASBO","NEWRY","27,234"
"2015-02","-5.964426","54.629876","Tyndale Drive","CDAR","BELFAST","335,665"
"2015-02","-6.773800","54.503417","William Street","ASBO","DONAGHADEE","6,926"
"2015-01","-7.422765","54.623721","Laght Road","VISO","CASTLEDERG","2,936"
"2015-01","-7.618268","54.343775","Crannog View","VISO","ENNISKILLEN","13,826"
"2015-02","-5.885091","54.400641","Hillfoot Crescent","VISO","BALLYNAHINCH","5,567"
"2015-01","-6.668537","54.693436","Fairhill","OTTH","MONEYMORE","1,371"
"2015-01","-5.876350","54.593060","Kirkliston Park","ASBO","BELFAST","335,665"
"2015-01","-7.659177","54.348255","Galliagh Park","OTCR","LONDONDERRY","87,269"
"2015-02","-7.322244","54.996974","Waterloo Street","OTTH","LONDONDERRY","87,269"
"2015-01","-6.358065","55.003481","Frosses Road","VECR","",NA
"2015-02","-7.179698","54.395915","Ashfield Road","BURG","GREYSTEEL","1,231"
"2015-02","-5.948095","54.669080","Collinward Grove","VISO","NEWTOWNABBEY","118,261"
"2015-02","-6.011017","54.566912","Blacks Road","ASBO","BELFAST","335,665"
"2015-01","-5.545548","54.637588","Ashfield Drive","VISO","DONAGHADEE","6,926"
"2015-01","-5.941804","54.258009","Main Street","ASBO","BALLYMONEY","11,365"
"2015-02","-7.316621","55.024375","Carnhill","VISO","LONDONDERRY","87,269"
"2015-02","-5.941684","54.621737","Willowbank Gardens","DRUG","BELFAST","335,665"
"2015-02","-5.859720","54.617746","Parklands","CDAR","BALLYMENA","30,265"
"2015-02","-6.739736","54.646009","Molesworth Road","ASBO","COOKSTOWN","10,718"
"2015-01","-5.946620","54.607670","Agnes Street","ASBO","BELFAST","335,665"
"2015-01","-7.650319","54.346595","Windmill Heights","VISO","DUNGANNON","15,987"
"2015-01","-7.308884","54.587973","Coolnagard Avenue","ASBO","OMAGH","21,325"
"2015-01","-6.323246","54.752074","Neillsbrook Park","VISO","RANDALSTOWN","5,127"
"2015-02","-5.934292","54.600173","Berry Street","PUBO","BELFAST","335,665"
"2015-02","-5.655218","54.395199","Strangford Avenue","VISO","KILLYLEAGH","2,501"
"2015-01","-5.667856","54.608818","Donaghadee Road","OTTH","BANGOR","62,789"
"2015-02","-5.899150","54.601904","Medway Street","VISO","BELFAST","335,665"
"2015-02","-5.552239","54.577797","Castle Place","VISO","ARDGLASS","1,923"
"2015-02","-6.326925","54.176934","Ballyholland Park","VECR","NEWRY","27,234"
"2015-01","-6.775254","54.500719","Beechvalley","OTTH","DUNGANNON","15,987"
"2015-01","-5.951326","54.578701","Lisburn Road","BITH","",NA
"2015-02","-7.346647","55.029804","Pinetrees","BURG","DOWNPATRICK","11,012"
"2015-01","-7.154623","54.911925","Main Street","VISO","BALLYMONEY","11,365"
"2015-01","-5.890038","54.212311","Valentia Place","VISO","NEWCASTLE","7,524"
"2015-01","-6.080141","54.521712","Windemere Road","VISO",NA,NA
"2015-02","-6.323660","54.757462","Tresna Park","VISO","RANDALSTOWN","5,127"
"2015-02","-6.226053","54.236993","Glenhone Road","ASBO","RATHFRILAND","2,789"
"2015-01","-5.900907","54.589131","Hatton Drive","VISO","BELFAST","335,665"
"2015-02","-5.925330","54.648566","Serpentine Road","VISO","NEWTOWNABBEY","118,261"
"2015-02","-5.666076","54.660711","Hamilton Road","ASBO","BANGOR","62,789"
"2015-02","-6.001964","54.757088","Ballyeaston Road","CDAR","BALLYCLARE","18,675"
"2015-02","-5.961362","54.629842","Meyrick Park","CDAR","BELFAST","335,665"
"2015-02","-5.929548","54.587540","Lawrence Street","OTTH","BELFAST","335,665"
"2015-01","-6.673281","54.844476","Main Street","ASBO","BALLYMONEY","11,365"
"2015-01","-6.052099","54.511829","Ridgeway Street","SHOP","BELFAST","335,665"
"2015-02","-5.934027","54.599306","Marquis Street","ASBO","BELFAST","335,665"
"2015-01","-7.477035","54.821918","Lisnafin Park","CDAR","STRABANE","17,695"
"2015-02","-7.323057","54.997877","William Street","VISO","DONAGHADEE","6,926"
"2015-02","-5.941000","54.579496","Windsor Avenue North","VECR","BELFAST","335,665"
"2015-02","-6.643994","54.552197","Claremount Drive","ASBO","COALISLAND","5,789"
"2015-02","-5.989987","54.628785","Wolfhill Avenue South","OTTH","BELFAST","335,665"
"2015-02","-5.708843","54.593715","Circular Road","SHOP","CASTLEROCK","1,288"
"2015-02","-5.965845","54.629693","Ballysillan Crescent","DRUG","BELFAST","335,665"
"2015-01","-5.536395","54.638067","Victoria Crescent","OTTH","LISBURN","121,654"
"2015-02","-6.116017","54.497990","Campbell Court","BURG","LISBURN","121,654"
"2015-01","-5.923664","54.633236","Lowwood Park","VECR","BELFAST","335,665"
"2015-02","-6.271960","54.860575","Castle Gardens","BURG","BELFAST","335,665"
"2015-01","-7.467745","54.824465","O'Nolan Park","OTTH","STRABANE","17,695"
"2015-02","-7.333359","54.982501","Hillview Avenue","BURG","LONDONDERRY","87,269"
"2015-02","-6.218818","54.716732","Menin Road","ASBO","ANTRIM","21,896"
"2015-01","-6.203107","54.103835","St. Ritas Park","VISO","ROSTREVOR","2,469"
"2015-02","-7.323057","54.997877","William Street","SHOP","DONAGHADEE","6,926"
"2015-02","-5.920773","54.263901","Annsborough Park","CDAR","CASTLEWELLAN","2,421"
"2015-02","-6.457580","54.435027","Drumcree Road","ASBO","PORTADOWN","22,611"
"2015-02","-7.633845","54.471479","Roundabout","ASBO",NA,NA
"2015-02","-6.058467","54.513998","Hillside Gardens","ROBY","BANGOR","62,789"
"2015-02","-6.040429","54.554957","Teeling Avenue","PUBO","DUNMURRY",NA
"2015-02","-6.159522","54.828214","Mcneill Park","ASBO","BALLYMENA","30,265"
"2015-01","-6.603236","54.757258","Castledawson Road","OTTH","MAGHERAFELT","8,387"
"2015-02","-6.264365","54.857906","Old Crebilly Road","OTCR","BALLYMENA","30,265"
"2015-02","-6.259557","54.771005","Oldwood Road","VISO","RANDALSTOWN","5,127"
"2015-01","-6.078468","54.529053","Knightsbridge","CDAR","LONDONDERRY","87,269"
"2015-01","-5.751298","54.398501","Tobarmore Park","ASBO","CROSSGAR","1,601"
"2015-01","-5.898474","54.629746","Dargan Road","CDAR","BELFAST","335,665"
"2015-02","-5.671397","54.662511","Southwell Road","ASBO","BANGOR","62,789"
"2015-02","-6.395840","54.189777","Ard Aveen Park","ASBO","BESSBROOK","2,817"
"2015-02","-5.982130","54.555058","Erinvale Park","VISO","BALLYMONEY","11,365"
"2015-02","-5.718859","54.800081","Gransha Brae","ASBO","LARNE","33,620"
"2015-02","-6.329030","54.164223","Carnagh Park","VECR","NEWRY","27,234"
"2015-02","-5.829972","54.725388","Leicester Court","ASBO","CARRICKFERGUS","28,653"
"2015-02","-5.960744","54.631045","Ballysillan Road","ASBO","BELFAST","335,665"
"2015-01","-5.814448","54.712692","Belfast Road","ASBO","BANGOR","62,789"
"2015-02","-5.946687","54.611256","Liffey Court","VISO","BELFAST","335,665"
"2015-01","-5.931620","54.539631","Ballycoan Road","VISO","BELFAST","335,665"
"2015-02","-7.322421","55.003137","Strand Road","VISO","LONDONDERRY","87,269"
"2015-02","-5.936677","54.593421","Sandy Row","ASBO","BELFAST","335,665"
"2015-01","-5.958833","54.585719","Glenmachan Pl Roundabout","OTCR",NA,NA
"2015-01","-6.450649","54.431632","Churchill Park","VISO","PORTADOWN","22,611"
"2015-01","-5.989058","54.591122","Norglen Parade","OTTH","BELFAST","335,665"
"2015-02","-5.927170","54.657160","Longlands Avenue","OTTH","NEWTOWNABBEY","118,261"
"2015-02","-7.321935","54.996721","Magazine Street","VISO","LONDONDERRY","87,269"
"2015-01","-6.041872","54.544189","Barnfield Grange","ASBO","LISBURN","121,654"
"2015-01","-6.671477","54.843945","Main Street","ASBO","BALLYMONEY","11,365"
"2015-02","-6.152914","54.415747","Beech Grove","ASBO","PORTADOWN","22,611"
"2015-01","-6.751524","54.640983","Ratheen Avenue","CDAR","COOKSTOWN","10,718"
"2015-01","-5.610733","54.266051","Whiterock Drive","ASBO","ARDGLASS","1,923"
"2015-01","-7.339369","54.987483","Old City Court","VISO","LONDONDERRY","87,269"
"2015-02","-6.033605","54.564091","Brians Well Road","VISO",NA,NA
"2015-02","-6.656237","54.352608","Lower English Street","VISO","ARMAGH","175,621"
"2015-01","-5.682090","54.646228","Auburn Park","POSW","BANGOR","62,789"
"2015-02","-5.910281","54.676717","Fernagh Road","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-5.933600","54.594600","Amelia Street","ASBO","BELFAST","335,665"
"2015-01","-7.348189","55.021531","Dunluce Court","VISO","LONDONDERRY","87,269"
"2015-02","-7.316604","55.030897","Lenamore Pass","CDAR",NA,NA
"2015-02","-6.340077","54.181249","Glensandra","ASBO",NA,NA
"2015-01","-6.218818","54.716732","Menin Road","ASBO","ANTRIM","21,896"
"2015-02","-6.564974","54.657162","Ballinderry Bridge Road","OTTH","COAGH","553"
"2015-02","-6.272851","54.868152","Broughshane Street","ASBO","BALLYMENA","30,265"
"2015-01","-6.575511","54.085227","Trainor Crescent","ASBO","CROSSMAGLEN","1,629"
"2015-01","-5.716958","54.323302","Thomas Russell Park","OTTH","DOWNPATRICK","11,012"
"2015-01","-6.328797","54.179135","Greenfield Park","ASBO","NEWRY","27,234"
"2015-02","-5.889876","54.527175","Ivanhoe Avenue","VECR","CARRYDUFF","7,123"
"2015-02","-5.924849","54.597496","Seymour Street","VISO","LISBURN","121,654"
"2015-02","-5.659482","54.646539","Bloomfield Road South","OTTH","BANGOR","62,789"
"2015-02","-5.950569","54.614107","Parkview Court","OTTH","LURGAN","28,568"
"2015-01","-5.925590","54.585657","Dudley Street","ASBO","BELFAST","335,665"
"2015-01","-6.648768","54.346802","The Mall West","VISO","ARMAGH","175,621"
"2015-02","-7.329814","54.988060","Brook Street","VISO","OMAGH","21,325"
"2015-02","-5.937480","54.623732","Glandore Avenue","ASBO","BELFAST","335,665"
"2015-01","-5.814448","54.712692","Belfast Road","ASBO","BANGOR","62,789"
"2015-02","-5.666548","54.664629","Crosby Street","OTTH","BELFAST","335,665"
"2015-01","-5.660342","54.654481","Demesne Avenue","VISO","BANGOR","62,789"
"2015-01","-5.929306","54.600232","Rosemary Street","SHOP","BELFAST","335,665"
"2015-01","-7.386532","54.717660","Forthill Walk","ASBO","NEWTOWNSTEWART","1,524"
"2015-01","-5.874324","54.609665","Invernook Park","OTTH","BELFAST","335,665"
"2015-01","-6.027003","54.546472","Magnolia Park","CDAR","DUNMURRY",NA
"2015-01","-5.920727","54.578475","Blackwood Street","CDAR","BELFAST","335,665"
"2015-01","-6.276820","54.871515","Craig Court","VECR","BALLYMENA","30,265"
"2015-01","-5.989236","54.595348","Whiterock Road","ASBO","BELFAST","335,665"
"2015-01","-5.917511","54.626957","Duncrue Crescent","CDAR","BELFAST","335,665"
"2015-02","-6.025991","54.514640","Huguenot Drive","ASBO","LISBURN","121,654"
"2015-02","-6.184973","54.732986","Bush Road","ASBO","ANTRIM","21,896"
"2015-01","-6.268242","54.348031","Townsend Street","VISO","BELFAST","335,665"
"2015-02","-7.280313","54.424765","Shantonagh Road","POSW","FIVEMILETOWN","1,369"
"2015-02","-7.318436","55.016975","St. Francis Terrace","VISO","LONDONDERRY","87,269"
"2015-02","-5.924110","54.658815","Glenmount Road","OTCR","NEWTOWNABBEY","118,261"
"2015-02","-7.321645","54.998174","Strand Road","ASBO","LONDONDERRY","87,269"
"2015-01","-6.322712","54.756343","Starfield","ASBO","RANDALSTOWN","5,127"
"2015-01","-6.004385","54.758404","Erskine Park","ASBO","BALLYCLARE","18,675"
"2015-02","-6.220542","54.705374","Cedarmount","ASBO","ANTRIM","21,896"
"2015-01","-5.936448","54.612322","Duncairn Avenue","ASBO","BELFAST","335,665"
"2015-02","-5.951677","54.596371","Abercorn Street North","VECR","BELFAST","335,665"
"2015-02","-6.341618","54.182933","Chequer Hill","VISO","NEWRY","27,234"
"2015-02","-5.536134","54.641611","High Street","ASBO","HOLYWOOD","12,657"
"2015-02","-6.667138","55.129882","Taylors Row","DRUG","COLERAINE","24,694"
"2015-01","-6.045871","54.513229","Bachelors Walk","VISO","LISBURN","121,654"
"2015-02","-7.276501","54.157169","Cavan Road","ASBO","CASTLEDERG","2,936"
"2015-02","-5.936415","54.691514","Woodford Road","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-7.325683","54.374270","Colebrook Road","OTTH","FIVEMILETOWN","1,369"
"2015-02","-6.004947","54.757712","Erskine Park","ASBO","BALLYCLARE","18,675"
"2015-01","-5.949772","54.697312","Earlford Heights","OTTH","NEWTOWNABBEY","118,261"
"2015-01","-6.030310","54.576940","Spruce Hill","CDAR","BELFAST","335,665"
"2015-01","-6.667320","54.695561","Cloneen Drive","BURG","BALLYMONEY","11,365"
"2015-01","-6.363970","54.201487","Armagh Road","VISO","NEWTOWNHAMILTON","2,903"
"2015-01","-5.979746","54.582944","Glen Parade","VISO","BELFAST","335,665"
"2015-02","-5.927828","54.598562","Arthur Square","OTTH","BELFAST","335,665"
"2015-01","-7.617517","54.348534","Woodview","CDAR","ENNISKILLEN","13,826"
"2015-01","-6.328174","54.462397","Stevenson Park","VISO","LONDONDERRY","87,269"
"2015-02","-5.680353","54.615519","Bangor Road","CDAR","HOLYWOOD","12,657"
"2015-02","-6.501418","55.065441","Cherry Gardens","CDAR","BALLYMONEY","11,365"
"2015-01","-5.878767","54.572464","Castlemore Avenue","OTCR","BELFAST","335,665"
"2015-02","-5.926802","54.598958","Ann Street","ASBO","BELFAST","335,665"
"2015-02","-6.361533","54.425353","Cranny Terrace","ASBO","PORTADOWN","22,611"
"2015-01","-6.270384","54.856276","Brooke Park","ASBO","CASTLEDERG","2,936"
"2015-02","-5.679819","54.375690","Island Road","OTTH","KILLYLEAGH","2,501"
"2015-02","-6.668571","55.130626","Society Court","OTCR","COLERAINE","24,694"
"2015-01","-5.953784","54.616974","Oldpark Road","ASBO","BELFAST","335,665"
"2015-02","-6.355642","54.474319","Silverwood Court","ASBO","LURGAN","28,568"
"2015-02","-6.264198","54.352762","Dromore Street","ASBO","BALLYNAHINCH","5,567"
"2015-01","-5.946066","54.613456","Southport Court","VISO","BELFAST","335,665"
"2015-02","-7.314332","54.986303","Strabane Old Road","DRUG","LONDONDERRY","87,269"
"2015-02","-7.682642","54.434201","Killadeas Road","VISO","IRVINESTOWN",NA
"2015-01","-5.924849","54.597496","Seymour Street","SHOP","LISBURN","121,654"
"2015-02","-5.898983","54.207346","Slievecoole Park","ASBO","OMAGH","21,325"
"2015-02","-5.671010","54.590997","The Meadows","ASBO","BROUGHSHANE","2,965"
"2015-01","-5.933519","54.609028","Carlisle Terrace","VISO","LONDONDERRY","87,269"
"2015-02","-6.788278","54.791895","Glenelly Villas","PUBO","DRAPERSTOWN","1,638"
"2015-02","-6.075170","54.523313","Edenvale Gardens","ASBO","LISBURN","121,654"
"2015-02","-5.716178","54.329325","Church Avenue","ASBO","KIRCUBBIN","1,162"
"2015-02","-7.348483","54.996695","Fanad Drive","VISO","LONDONDERRY","87,269"
"2015-01","-7.326597","54.999199","Lower Road","ASBO","LONDONDERRY","87,269"
"2015-02","-6.252934","55.199669","Glentaise Drive","VISO",NA,NA
"2015-02","-5.887579","54.593445","Beersbridge Road","CDAR","BELFAST","335,665"
"2015-02","-5.889179","54.212934","Main Street","ASBO","BALLYMONEY","11,365"
"2015-01","-6.344243","54.185476","Armagh Road","CDAR","NEWTOWNHAMILTON","2,903"
"2015-02","-5.951278","54.673905","Osterley Park","VECR","NEWTOWNABBEY","118,261"
"2015-02","-6.510300","55.075791","The Crescent","ASBO","COLERAINE","24,694"
"2015-01","-6.255593","54.863063","Skye Park","ASBO","BALLYMENA","30,265"
"2015-02","-6.251839","54.858759","Staffa Drive","ASBO","BALLYMENA","30,265"
"2015-01","-5.694774","54.648789","Owenroe Drive","ASBO","BANGOR","62,789"
"2015-02","-5.925174","54.654969","Longlands Road","BURG","NEWTOWNABBEY","118,261"
"2015-02","-7.626101","54.356619","Drumclay Park North","OTCR","ENNISKILLEN","13,826"
"2015-02","-5.973960","54.665805","Hollybrook Grange","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-5.895986","54.588542","Castlereagh Road","CDAR","BELFAST","335,665"
"2015-02","-5.998852","54.565246","Moor Park Mews","ASBO","BELFAST","335,665"
"2015-02","-6.419647","54.357045","Armagh Road","CDAR","NEWTOWNHAMILTON","2,903"
"2015-02","-5.757349","54.399090","Kilwood Crescent","BURG","CROSSGAR","1,601"
"2015-02","-5.979075","54.564010","Upper Lisburn Road","OTTH","BELFAST","335,665"
"2015-02","-6.648768","54.346802","The Mall West","ASBO","ARMAGH","175,621"
"2015-02","-5.960433","54.608793","Montreal Street","ASBO","BELFAST","335,665"
"2015-01","-6.933977","55.036150","Whitehill Park","VISO","LIMAVADY","12,128"
"2015-02","-7.535867","54.320605","Tattygare Park","PUBO","LISBELLAW","1,279"
"2015-02","-6.648976","55.203371","Causeway Street","ASBO","PORTRUSH","6,621"
"2015-01","-5.872153","54.595493","Kerrsland Parade","SHOP","BELFAST","335,665"
"2015-01","-5.670535","54.659440","Dufferin Avenue","ASBO","BANGOR","62,789"
"2015-01","-6.712319","54.809394","Church View","OTCR","RANDALSTOWN","5,127"
"2015-02","-6.663686","55.133707","Railway Place","ASBO","COLERAINE","24,694"
"2015-02","-6.036951","54.687067","Lylehill Road East","DRUG","NEWTOWNABBEY","118,261"
"2015-02","-5.985436","54.619338","Forthriver Parade","VISO","BELFAST","335,665"
"2015-02","-5.920338","54.607976","Pilot Street","ASBO","BELFAST","335,665"
"2015-01","-7.594220","54.423255","Baragh Road","ASBO","BALLINAMALLARD","1,347"
"2015-02","-6.133306","54.481394","Cockhill Road","VECR","BALLYMENA","30,265"
"2015-01","-5.949367","54.692741","Cherrymount","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-5.904702","54.584210","Chesham Park","VISO","BELFAST","335,665"
"2015-01","-7.313431","54.596281","Ardmore Crescent","SHOP","PORTADOWN","22,611"
"2015-02","-6.206758","54.713949","Craigmore Park","VISO","ANTRIM","21,896"
"2015-02","-5.700875","54.647485","Ballynoe Gardens","BURG","BANGOR","62,789"
"2015-01","-6.347960","54.177171","Monaghan Row","ASBO","NEWRY","27,234"
"2015-01","-5.912134","54.559593","Newtownbreda Road","VISO","BELFAST","335,665"
"2015-02","-6.323660","54.757462","Tresna Park","VISO","RANDALSTOWN","5,127"
"2015-02","-7.325817","55.012183","Pennyburn Industrial Estate","ASBO","LONDONDERRY","87,269"
"2015-01","-6.026711","54.744645","Doagh Road","VECR","KELLS",NA
"2015-02","-5.950282","54.254478","Grange Close","CDAR","CASTLEWELLAN","2,421"
"2015-02","-5.652131","54.399650","Plantation Street","OTTH","KILLYLEAGH","2,501"
"2015-02","-6.263799","55.203013","Leyland Road","DRUG","BALLYCASTLE","5,765"
"2015-01","-7.320295","54.996720","Shipquay Street","OTTH","LONDONDERRY","87,269"
"2015-01","-5.891844","54.549519","Knockbracken Manor","BURG","BELFAST","335,665"
"2015-01","-6.069677","54.516972","Drumard Drive","ASBO","COLERAINE","24,694"
"2015-01","-5.923534","54.578631","Ava Parade","OTTH","BELFAST","335,665"
"2015-01","-5.955126","54.585594","Donegall Gardens","BURG","BELFAST","335,665"
"2015-01","-6.048572","54.503219","Hillsborough Road","SHOP","CARRYDUFF","7,123"
"2015-02","-6.338106","54.466586","William Street","ASBO","DONAGHADEE","6,926"
"2015-02","-5.956365","54.598841","Clonard Gardens","ASBO","BELFAST","335,665"
